,BOAMP_AVIS_NUM,D_12_01_Conditionrelativemarche_Cautionnement,D_12_02_Conditionrelativemarche_Financement,D_12_03_Conditionrelativemarche_Formejuridique,D_12_04_Conditionrelativemarche_Participationelectroniqueoui,D_12_05_Conditionrelativemarche_Participationelectroniquenon,D_12_06_Conditionrelativemarche_Autresconditionspartoui,D_12_07_Conditionrelativemarche_Autresconditionspartnon,D_12_08_Conditionrelativemarche_Unitemonetaireeur,D_12_09_Conditionrelativemarche_Francaisseul,D_12_10_Conditionrelativemarche_Langues,D_12_10_01_Conditionrelativemarche_Langues_Langue,D_12_10_02_Conditionrelativemarche_Langues_Autres
3444,21-20719,Sûreté : Sans objet,Mode de financement : Les crédits émaneront du budget propre du Département..- Mode de paiement : Virement bancaire (Mandat administratif),"Pas de forme imposée. En cas d'attribution du marché à un groupement conjoint, le mandataire du groupement sera solidaire, pour l'exécution du marché, de chacun des membres du groupement pour ses obligations contractuelles. Le pouvoir adjudicateur interdit aux candidats de présenter leurs offres en agissant à la fois en qualité de candidats individuels et de membres d'un ou plusieurs groupements. Le pouvoir adjudicateur interdit aux candidats de présenter leurs offres en agissant à la fois en qualité de membres de plusieurs groupements",False,False,,True,True,False,CF_NIV_SUIV,['FR'],
3445,21-20720,,Le règlement des dépenses sera réalisé par mandat administratif dans un délai de 30 jours suivant la réception de la demande de paiement et sur les fonds propres de l'acheteur public.,"L'offre sera présentée par un candidat individuel ou par un groupement d'opérateurs économiques. Dans le respect des dispositions de l'article R.2142-21 du Code de la commande publique, les candidats n'ont pas l'autorisation d'être à la fois candidats individuels et membres d'un ou plusieurs groupements. Ils n'ont pas non plus l'autorisation d'être mandataire d'un groupement et membre d'un autre groupement candidat.",False,False,,False,True,False,CF_NIV_SUIV,['FR'],
3446,21-20722,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3447,21-20723,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3448,21-20724,Pas de cautionnement ni garanties exigés,Financement en fonds propres,,False,False,,False,True,False,CF_NIV_SUIV,,
3449,21-20726,,,,False,True,,False,False,False,CF_NIV_SUIV,['FR'],
3450,21-20727,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3451,21-20728,,,,True,False,,False,False,False,CF_NIV_SUIV,['FR'],
3452,21-20729,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3453,21-20731,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3454,21-20733,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3455,21-20734,,,,False,False,,True,True,False,CF_NIV_SUIV,['FR'],
3456,21-20738,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3457,21-20740,,,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
3458,21-20741,"Une retenue de garantie de 5 % est exercée sur les acomptes par le comptable assignataire des paiements.Si le titulaire est une petite et moyenne entreprise, ce taux est réduit à 3 %.Une avance est accordée au titulaire sauf indication contraire dans l'acte d'engagement. Elle n'est due que sur la base du montant des tranches diminué du montant des prestations confiées à des sous-traitants et donnant lieu à paiement direct.",État - programme 203 - multi imputationsLes prix sont révisables. Les comptes seront réglés sous la forme décomptes. Le délai global de paiement du règlement des comptes sera fixé à 30 jours.,"Le marché sera conclu : - soit avec un prestataire unique ; - soit avec des prestataires groupés conjoints ou des prestataires groupés solidaires.Le mandataire du groupement conjoint sera solidaire de chacun des membres du groupement pour ses obligations contractuelles à l'égard de la personne publique, pour l'exécution du marché.",False,False,,False,True,False,CF_NIV_SUIV,['FR'],
3459,21-20742,,,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
3460,21-20743,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3461,21-20744,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3462,21-20748,"Les fournisseurs sont dispensés de cautionnement et de retenue de garantie.En cas de demande par le titulaire de l'avance forfaitaire, les articles R2191-3 à R2191-12 du décret no2018-1075 du 3 décembre 2018 relatif au code de la commande publique du 5 décembre 2018 seront appliqués.",Budget propre de la collectivité,La définition de la forme du groupement souhaité est le groupement solidaire en application de l'article L2141-13 de l'ordonnance no2018-1074 et des articles R2142-19 à R2142-27 du décret no2018-1075 du 3 décembre 2018 relatif au code de la commande publique du 5 décembre 2018.,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
3463,21-20749,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3464,21-20750,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3465,21-20751,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3466,21-20752,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3467,21-20753,"Il n'est pas demandé de retenue de garantie ni de caution.Conformément à l'article R. 2191-43 du Code de la commande publique, le candidat devra également fournir les attestations d'assurance en responsabilité civile et décennale.En outre, la constitution d'une garantie à 1ère demande sera exigée pour le versement de l'avance le cas échéant.","Budget propre de la Ville.Le candidat devra indiquer dans l'acte d'engagement s'il souhaite le bénéfice de l'avance dans les conditions déterminées aux articles L. 2191-2, L. 2191-3 et R. 2191-3 à R. 2191-19 du Code de la commande publique.L'avance est accordée sous condition de la constitution d'une caution bancaire ou d'une garantie à 1ère demande.","Le marché sera attribué à un entrepreneur unique ou à un groupement d'entrepreneurs solidaire ou conjoint avec mandataire solidaire.Si le candidat se présente sous la forme d'un groupement d'entrepreneurs, ce dernier pourra être solidaire ou conjoint conformément à l'article R. 2142-20 du Code de la commande publique. Le candidat précisera la forme du groupement dans sa lettre de candidature.Conformément à l'article R. 2142-24 du Code de la commande publique, le mandataire du groupement conjoint est solidaire, pour l'exécution du marché, de chacun des membres du groupement pour ses obligations contractuelles à l'égard de la personne publique.En application de l'article R. 2142-23 du Code de la commande publique, les candidatures et les offres sont présentées par un mandataire qui justifie des habilitations nécessaires pour représenter les autres membres du groupement. Il est également rappelé qu'un même opérateur économique ne peut pas être mandataire de plus d'un groupement pour un même marché. Selon l'article R. 2142-24 du Code de la commande publique, le mandataire représente l'ensemble des membres vis-à-vis de l'acheteur et coordonne les prestations des membres du groupement",False,False,,False,True,False,CF_NIV_SUIV,['FR'],
3468,21-20754,,"Financement Etat, DRAC, Conseil départemental 19",,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
3469,21-20756,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3470,21-20758,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3471,21-20759,,,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
3472,21-20761,Se référer au règlement de la consultation,Les prix sont unitaires et fermes dans les conditions définies au CCAP. Aucune avance ne sera versée. Modalités de règlement des comptes : selon les prescriptions du CCAG-FCS et du CCAP.Le délai global de paiement est de 30 jours,Aucune forme de groupement imposée à l'attributaire mais interdiction de présenter plusieurs offres en agissant à la fois en qualité de candidats individuels et de membres d'un ou plusieurs groupements ou en qualité de membres de plusieurs groupements,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
3473,21-20762,,Paiement par mandat administratif- Financement sur fonds propres,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
3474,21-20766,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3475,21-20770,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3476,21-20771,,Financement sur ressources propres. Le paiement s'effectue suivant les règles de la Comptabilité Publique envigueur. Le règlement sera effectué par virement administratif.,,False,False,,False,True,True,CF_NIV_SUIV,,
3477,21-20772,Garantie à première demande d'un montant équivalent en cas de versement de l'avance forfaitaire,"Le financement sera assuré par les ressources propres du SIMA Coise et les subventions. Les sommes dues au titulaire et au sous-traitant de premier rang, le cas échéant, seront payées par mandat administratif dans un délai global de 30 jours à compter de la date de réception des factures ou des demandes de paiement équivalentes dans le respect des dispositions des articles L2192-10 à L2192-14 et R2192-37 du code de la commande publique et de la comptabilité publique","Entrepreneur unique ou groupement d'entrepreneurs.En cas d'attribution du marché à un groupement conjoint, le mandataire sera solidaire des autres membres du groupement.En cas de groupement solidaire, il est souhaité un compte bancaire unique",False,False,,False,True,False,CF_NIV_SUIV,['FR'],
3478,21-20773,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3479,21-20775,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3480,21-20776,,Le mode de règlement est le virement.,,False,False,,False,True,False,CF_NIV_SUIV,,
3481,21-20779,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3482,21-20780,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3483,21-20781,Voir le règlement de consultation,Voir le règlement de consultation,Voir le règlement de consultation,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
3484,21-20782,,"prix unitaires. Modalités de variation des prix : Révision périodique annuelle. Les taux de remise accordés sont fermes et définitifs. Modalités de règlement de comptes selon les modalités du C.C.A.G.-FCS. Le délai global de paiement est de 50 jours. En cas de retard de paiement, le titulaire a droit au versement d'intérêts moratoires, ainsi qu'à une indemnité forfaitaire pour frais de recouvrement d'un montant de 40 euro(s). Financement sur fonds propres (budget hospitalier) selon les règles de la comptabilité publique.",aucune forme de groupement imposée à l'attributaire de l'accord-cadre. Interdiction de présenter plusieurs offres en agissant à la fois en qualité de candidats individuels et de membres d'un ou plusieurs groupements ou en qualité de membres de plusieurs groupements.,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
3485,21-20785,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3486,21-20789,,,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
3487,21-20791,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3488,21-20793,,,,True,False,,False,False,False,CF_NIV_SUIV,['FR'],
3489,21-20794,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3490,21-20795,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3491,21-20796,"Conformément aux articles de R2191-32 à R2191-42 du code de la commande publique, une retenue de garantie de 3,00 % du montant initial du marché (augmenté le cas échéant du montant des avenants) sera constituée. Cette retenue de garantie sera prélevée sur le montant de chaque acompte par le comptable assignataire des paiements.",,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
3492,21-20797,,,,True,False,,False,False,False,CF_NIV_SUIV,['FR'],
3493,21-20798,"Voir le DCEFinancement en ressources propres, budget principal 2021 section de : Investissement","Les sommes dues au(x) titulaire(s) et au(x) sous-traitant(s) de premier rang éventuel(s) du marché, seront payées dans un délai global de trente (30) jours à compter de la date de réception des factures ou des demandes de paiement équivalentes.Aucune clause de garantie financière ne sera appliquée.L'application de l'avance se fera conformément aux règles en vigueur du Code de la Commande Publique.Le remboursement de l'avance commence lorsque le montant des prestations exécutées par le titulaire atteint ou dépasse 65,0 % du montant initial du marché. Il doit être terminé lorsque ledit montant atteint 80,0 %.","Voir le DCEEn application des dispositions de l'article R.2142-23, il est interdit aux soumissionnaires de présenter plusieurs offres agissant à la fois : en qualité de candidats individuels et de membres d'un ou plusieurs groupements, en qualité de membres de plusieurs groupements.",False,False,,False,True,False,CF_NIV_SUIV,['FR'],
3494,21-20799,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3495,21-20800,,,"Dans le cadre de la présente consultation, les candidats peuvent se présenter individuellement ou sous forme de groupement conjoint ou solidaire, conformément aux articles R 2142-19 à 27 du code de la commande publique, sous réserve du respect des règles relatives à la concurrence. En cas de groupement conjoint, le mandataire est, en application des dispositions de l'article R 2142-24 du code de la commande publique, solidaire de chacun des membres du groupement pour ses obligations contractuelles à l'égard de la ville de Fontenay-sous-Bois, pour l'exécution du marché. Si le candidat retenu s'est présenté sous la forme d'un groupement conjoint, l'acte d'engagement doit indiquer la répartition des prestations que chacun des membres du groupement s'engage à exécuter. En cas d'impossibilité de préciser cette répartition, le candidat retenu doit obligatoirement, en application de l'article R 2142-22 du code de la commande publique, modifier la forme de son groupement dans le cadre d'une mise au point avant la notification du marché, afin que le groupement revête un caractère solidaire. En cas de groupement, la recevabilité de la candidature est analysée pour chaque opérateur économique, que le groupement soit conjoint ou solidaire ; l'appréciation des capacités professionnelles, techniques et financières est globale.Les candidats ne sont pas autorisés à présenter, pour le marché, plusieurs offres en agissant à la fois en qualité de candidat individuel et de membre d'un ou plusieurs groupements.",False,False,,True,False,False,CF_NIV_SUIV,['FR'],
3496,21-20802,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3497,21-20803,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3498,21-20804,,Le financement est assuré par le budget départemental.Les prestations sont réglées par mandat administratif.Le délai de paiement prévu est celui qui s'impose à l'acheteur en application aux articles L. 2192-10. et R. 2192-10. du CCP et du décret no 2013-269 du 29 mars 2013 modifié relatif à la lutte contre les retards de paiement dans les contrats de la commande publique.,"Le marché sera attribué à une entreprise individuelle ou à un groupement momentané d'entreprises.L'acheteur interdit aux candidats de présenter pour le marché plusieurs offres en agissant à la fois en qualité de candidats individuels et de membre d'un ou plusieurs groupements.En cas de groupement d'entreprises, la composition du groupement et son mandataire devront être présentés lors de la remise de l'offre.",False,False,"Le présent marché se fera dans le respect du Règlement (UE) 2016/679 du Parlement Européen et du Conseil du 27 avril 2016, dit règlement général sur la protection des données, de la Loi no 78-17 du 6 janvier 1978 relative à l'informatique, aux fichiers et aux libertés modifiée par la Loi no 2018-493 du 20 juin 2018 relative à la protection des données personnelles et de son décretd'application no2018-687 du 1 er août 2018",False,True,False,CF_NIV_SUIV,['FR'],
3499,21-20805,"Sauf renoncement du titulaire porté à l'acte d'engagement, le versement d'une avance (10 % du montant initial TTC du marché) est prévue dans les conditions du code de la commande publique (marché supérieur à 50.000 euros HT et durée des travaux supérieure à 2 mois)Le délai de paiement de cette avance court à partir de la notification de l'acte qui emporte commencement de l'exécution du marché si un tel acte est prévu ou, à défaut, à partir de la date de notification du marché.Le montant de l'avance ne peut être affecté par la mise en oeuvre d'une clause de variation de prix.L'avance est remboursée dans les conditions prévues au code de la commande publique.","Le financement sera assuré par le budget départemental.Les prestations sont réglées par mandat administratif.Le délai de paiement prévu est celui qui s'impose à l'acheteur en application aux articles L. 2192-10. et R. 2192-10. du CCP et du décret no 2013-269 du 29 mars 2013 modifié relatif à la lutte contre les retards de paiement dans les contrats de la commande publique.Les prestations seront réglées sur présentation d'une demande de paiement présentée par le mandataire par un envoi permettant de donner une date certaine à sa réception.Par dérogation aux articles 13.1 à 13.4 du C.C.A.G. Travaux, le titulaire est informé que le règlement de la dernière demande de paiement vaut décompte général et solde du marché.Conformément aux articles L. 2192-12. à L. 2192-14.et R. 2192-31. à R. 2192-36. du CCP, lorsque les sommes dues en principal ne sont pas mises en paiement à l'expiration du délai de paiement, le créancier a droit, sans qu'il ait à les demander, au versement des intérêts moratoires et de l'indemnité forfaitaire pour frais de recouvrement.Le taux des intérêts moratoires est égal au taux d'intérêt appliqué par la Banque centrale européenne à ses opérations principales de refinancement les plus récentes, en vigueur au premier jour du semestre de l'année civile au cours duquel les intérêts moratoires ont commencé à courir, majoré de huit points de pourcentage.Les intérêts moratoires courent à compter du lendemain de l'expiration du délai de paiement jusqu'à la date de mise en paiement du principal incluse.Les intérêts moratoires appliqués aux acomptes ou au solde sont calculés sur le montant total de l'acompte ou du solde toutes taxes comprises, diminué de la retenue de garantie, et après application des clauses d'actualisation, de révision et de pénalisation.","Les groupements momentanés d'entreprises sont autorisés. Dans le cas de groupements conjoints, le mandataire sera solidaire des autres membres du groupement.Le marché sera attribué à une entreprise unique ou un groupement d'entreprises conjoints OU solidaires.L'acheteur interdit aux candidats de présenter leurs offres en agissant à la fois en qualité de candidat individuel et de membres d'un ou plusieurs groupements.En cas de groupement d'entreprises, la composition du groupement et son mandataire devront être présentés lors de la remise de l'offre.",False,False,,False,True,False,CF_NIV_SUIV,['FR'],
3500,21-20807,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3501,21-20808,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3502,21-20809,"L'exécution des prestations débute à compter de la date de notification du contrat.Aucune clause de garantie financière prévue.Le contrat prévoit le versement d'une avance, avec obligation de constituer une garantie à première demande ou une caution personnelle et solidaire en contrepartie",Les prestations sont réglées par des prix forfaitaires.Les prix sont fermes.Le paiement des prestations se fera dans le respect du délai global de paiement applicable à l'acheteur.,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
3503,21-20810,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3504,21-20811,"Retenue de garantie de 5,0 %, qui peut être remplacée par une garantie à première demande. Garantie à première demande couvrant 100,0 % du montant de l'avance.","Prestations réglées par des prix forfaitaires. Prix actualisables.Avance de 5,0 % accordée dans les conditions prévues au contrat.Délai global de paiement des prestations de 30 jours",Aucune forme de groupement imposée à l'attributaire du marché.Interdiction de présenter plusieurs offres en agissant à la fois en qualité decandidats individuels et de membres d'un ou plusieurs groupements ou enqualité de membres de plusieurs groupements,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
3505,21-20812,"Pour l'ensemble des lots, il est prévu l'application d'une retenue de garantie au taux de cinq (5) %.Le titulaire pourra substituer une garantie à première demande à cette retenue de garantie, à l'exclusion de toute autre garantie (caution personnelle et solidaire)",- Modalités essentielles de financement et de paiement : Ressources propres ; budget principal de la Ville de Lyon- Les prix sont Révisables dans les conditions fixées dans le Cahier des Clauses Administratives Particulières.- Avance : Une avance sera versée dès la mise en exécution du contrat dans les conditions de la réglementation en vigueur.- Délai global de paiement : le délai de paiement est de 30 jours. Paiement par mandat administratif- Comptable assignataire : DC - CONSTRUCTION,"L'offre sera présentée par un seul candidat ou par un groupement.En cas de groupement, aucune forme n'est imposée par la Ville de Lyon.Toutefois, en cas de groupement conjoint, il est demandé que le mandataire du groupement soit solidaire pour l'exécution du marché de chacun des membres du groupement pour ses obligations contractuelles à l'égard de la Ville de Lyon.Il est interdit aux candidats de présenter pour le même marché plusieurs offres en agissant à la fois comme candidats individuels et comme membres d'un groupement. La participation à plusieurs groupements, pour un même marché, est interdite",False,False,,True,True,False,CF_NIV_SUIV,['FR'],
3506,21-20813,,,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
3507,21-20816,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3508,21-20817,Il n'est pas prévu d'avance ni d'acompte.,"Le mode de règlement choisi par le pouvoir adjudicateur du marché est le virement. Les références du ou des comptes bancaires où seront effectués les paiements doivent IMPERATIVEMENT être précisées dans l'acte d'engagement.Les prestations, objet du présent marché, seront rémunérées dans les conditions fixées par les règles de comptabilité publique. Modalités essentielles de financement : Ressources propres de la Ville de Fos-sur-Mer.Les sommes dues au titulaire seront payées dans un délai global de 30 jours à compter de la date de réception des factures ou des demandes de paiement équivalentes.","En application des dispositions des articles R 2142-19 et 20 du Code de la Commande Publique, les opérateurs économiques sont autorisés à se porter candidat sous forme de groupement d'entreprises, de groupement solidaire ou de groupement conjoint, sous réserve du respect des règles relatives à la concurrence (cf. article 3.4.1 du règlement de la consultation)",False,False,,True,True,False,CF_NIV_SUIV,['FR'],
3509,21-20818,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3510,21-20819,,,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
3511,21-20820,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3512,21-20821,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3513,21-20823,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3514,21-20824,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3515,21-20825,,"PROGRAMME DE FINANCEMENT CPER-FEDER : Les équipements scientifiques faisant l'objet de la présente consultation s'insèrent dans le cadre du dispositif CPER "" Institut du VERRE "" Phase 5 et du dispositif FEDER de l'Union Européenne porté par l'Université de Rennes 1.","Les candidats peuvent se présenter sous la forme de groupements d'opérateurs économiques, qu'il s'agisse d'un groupement conjoint ou d'un groupement solidaire.En application de l'article R.2142-23 du code de la commande publique, la personne publique interdit aux candidats de présenter leurs offres en agissant en qualité de mandataire de plusieurs groupements.En application des articles R.2142-20 et R.2142-24 du code de la commande publique, en cas de groupement conjoint, le mandataire du groupement sera solidaire, pour l'exécution du marché, de chacun des membres du groupement pour ses obligations contractuelles à l'égard de l'acheteur public.",False,False,,False,True,False,CF_NIV_SUIV,['FR'],
3516,21-20827,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3517,21-20828,Il n'est pas prévu d'avance ni d'acompte.,"Le mode de règlement choisi par le pouvoir adjudicateur du marché est le virement. Les références du ou des comptes bancaires où seront effectués les paiements doivent IMPERATIVEMENT être précisées dans l'acte d'engagement.Les prestations, objet du présent marché, seront rémunérées dans les conditions fixées par les règles de comptabilité publique. Modalités essentielles de financement : Ressources propres de chaque entité constitutive du Groupement de Commande soit la Ville de Fos-sur-Mer, la Régie Autonome Personnalisée "" Festivités, Actions, Manifestations, Evénements "" et le Centre Communal d'Action Sociale de la Ville de Fos-sur-Mer.Les sommes dues au titulaire seront payées dans un délai global de 30 jours à compter de la date de réception des factures ou des demandes de paiement équivalentes.","En application des dispositions des articles R 2142-19 et 20 du Code de la Commande Publique, les opérateurs économiques sont autorisés à se porter candidat sous forme de groupement d'entreprises, de groupement solidaire ou de groupement conjoint, sous réserve du respect des règles relatives à la concurrence (cf. article 3.4.1 du règlement de la consultation)",False,False,,True,True,False,CF_NIV_SUIV,['FR'],
3518,21-20829,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3519,21-20831,Aucune clause de garantie financière ne sera appliquée.,"Le financement se fait sur fonds propres. Les sommes dues au(x) titulaire(s) seront payées dans un délai global de 30 jours à compter de la date de réception des demandes de paiement. En cas de retard de paiement, le titulaire a droit au versement d'intérêts moratoires, ainsi qu'à une indemnité forfaitaire pour frais de recouvrement d'un montant de 40 EUR. Le taux des intérêts moratoires est égal au taux d'intérêt appliqué par la Banque centrale européenne à ses opérations principales de refinancement les plus récentes, en vigueur au premier jour du semestre de l'année civile au cours duquel les intérêts moratoires ont commencé à courir, majoré de huit points de pourcentage.",Le pouvoir adjudicateur ne souhaite imposer aucune forme de groupement à l'attributaire de l'accord-cadre.,False,False,,True,True,False,CF_NIV_SUIV,['FR'],
3520,21-20833,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3521,21-20836,Aucune clause de garantie financière ne sera appliquée.,"Le financement se fait sur fonds propres.Les sommes dues au(x) titulaire(s) seront payées dans un délai global de 30 jours à compter de la date de réception des demandes de paiement.En cas de retard de paiement, le titulaire a droit au versement d'intérêts moratoires, ainsi qu'à une indemnité forfaitaire pour frais de recouvrement d'un montant de 40 EUR. Le taux des intérêts moratoires est égal au taux d'intérêt appliqué par la Banque centrale européenne à ses opérations principales de refinancement les plus récentes, en vigueur au premier jour du semestre de l'année civile au cours duquel les intérêts moratoires ont commencé à courir, majoré de huit points de pourcentage",Le pouvoir adjudicateur ne souhaite imposer aucune forme de groupement à l'attributaire du marché.,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
3522,21-20837,,Paiement par virement administratif.,,False,False,,False,False,True,CF_NIV_SUIV,,
3523,21-20838,Se reporter au CCAP.,"Paiement sur budget propre de la Collectivité, à réception des factures.",,False,False,,True,True,False,CF_NIV_SUIV,,
3524,21-20839,,,,False,False,,False,False,False,CF_NIV_SUIV,['FR'],
3525,21-20841,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3526,21-20842,,,"Pas de forme imposée. En cas d'attribution du marché à un groupement conjoint, le mandataire du groupement sera solidaire, pour l'exécution du marché, de chacun des membres du groupement pour ses obligations contractuelles. L'entité adjudicatrice interdit aux candidats de présenter leurs offres en agissant à la fois en qualité de candidats individuels et de membres d'un ou plusieurs groupements. L'entité adjudicatrice interdit aux candidats de présenter leurs offres en agissant à la fois en qualité de membres de plusieurs groupements",True,False,,True,False,False,CF_NIV_SUIV,['FR'],
