BOAMP_AVIS_NUM,D_18_01_Annexed1_Infructueuxouverte,D_18_02_Annexed1_Infructueuxrestreinte,D_18_03_Annexed1_Recherche,D_18_04_Annexed1_Raisonstechniques,D_18_05_Annexed1_Raisonsartistiques,D_18_06_Annexed1_Proprieteintellectuelle,D_18_07_Annexed1_Urgenceimperieuse,D_18_08_Annexed1_Marchecomplementaire,D_18_09_Annexed1_Prestationsidentiques,D_18_10_Annexed1_Laureatsconcours,D_18_11_Annexed1_Matierespremieres,D_18_12_Annexed1_Cessationactivite,D_18_13_Annexed1_Liquidateurs,D_18_14_Annexed1_Horsscope,D_18_15_Annexed1_Explication
21-165291,False,False,False,False,False,True,False,,False,False,,,,False,Il s'agit d'un marché sans publicité ni mise en concurrence préalables conformément aux articles L2122-1 et R2122-3 du Code de la Commande Publique.
21-165342,False,False,False,False,False,True,False,,False,False,,,,False,"Lot no1 : La société BECKMAN COULTER a remis des attestations indiquant que le personnel de BECKMAN COULTER France est seul habilité à effectuer la maintenance des cytomètres NAVIOS et DxFLEX de marque BECKMAN COULTER, et que seuls les réactifs/consommables captifs BECKMAN COULTER doivent être utilisés sur les automates, ceci afin de garantir la validité des résultats rendus, le bon fonctionnement des appareils et la maintenance des systèmes.Lot no2 : La société BD Biosciences a remis des attestations indiquant que indiquant que le personnel de Becton Dickinson est seul habilité à effectuer la maintenance des cytomètres FASCANTO, FASCALIBUR et BACTEC de marque Becton Dickinson, et que seuls les réactifs/consommables captifs Becton Dickinson doivent être utilisés sur les automates, ceci afin de garantir la validité des résultats rendus, le bon fonctionnement des appareils et la maintenance des systèmes."
21-165385,True,False,False,False,False,False,False,,False,False,,,,False,"Conformément au point 6 de l'article R2124-3 du code de la commande publique, la ville de Dreux a décidé de lancer une procédure avec négociation avec le seul soumissionnaire ayant présenté une offre conforme aux exigences relatives aux délais et modalités formelles de l'appel d'offre lancé initialement"
21-165546,True,False,False,False,False,False,False,,False,False,,,,False,Nous avions lancé un marché MAPA travaux de génie civil. Lors de la saisie du marché pour sa publication une erreur s'est produite (il a été coché candidature au lieu d'offre) ce qui fait que lorsque nous avons voulu lancer la procédure de négociation nous n'avions pas eu le choix que de passer par une procédure sans publicité.
21-165978,False,False,False,False,False,False,False,,False,False,,,,True,Estimation inférieure au seuil européen
21-166110,False,False,True,False,False,False,False,,False,False,,,,False,"Le présent marché est destiné au développement de la lignée cellulaire productrice des protéines vaccinales, au développement du procédé de fabrication non GMP des protéines dans le cadre d'un projet de développement d'un vaccin nasal contre la COVID-19 au sein de l'UMR ISP de l'Université de Tours."
21-166183,False,False,False,True,False,False,False,,False,False,,,,False,"Le présent marché est destiné à l'acquisition d'un Incucyte SX5 de la société sartorius avec un module d'analyse Incucyte ATP comme équipement polyvalent d'investigation de l'activité cellulaire en temps réel et à haut débit pour le Centre d'Etude des Pathologies Respiratoires (CEPR). Seul cet appareil comporte un module optique d'analyse du métabolisme (3 canaux fluorescent : vert, orange et rouge) et un module optique d'analyse classique (vert et rouge), à même de satisfaire les besoins du service."
21-166655,False,False,False,False,False,False,False,,False,False,,,,True,Valeur du besoin inférieur au seuil de publication d'un avis de marché au JOUE
21-166820,False,False,False,False,False,False,False,,True,False,,,,False,"Le contrat a été attribué sans publication préalable d'un AAPC car il s'agit d'un marché de prestations similaires passé en procédure sans publicité ni mise en concurrence préalables, en application des articles L. 2122-1 &amp; R. 2122-7 du Code de la Commande Publique."
21-166884,True,False,False,True,False,False,False,,False,False,,,,False,"La procédure de passation utilisée est celle du marché sans publicité ni mise en concurrence. Elle est soumise aux dispositions des articles L. 2122-1, R2122-1 à R2122-11 du Code de la commande publique. Elle fait suite à une procédure infructueuse."
21-166945,False,False,False,False,False,False,False,,False,False,,,,True,"Après la désignation du lauréat et la publication d'un avis de résultats de concours, il est lancée la procédure pour passer un marché sans publicité ni mise en concurrence en application de l'article R. 2122-6 du CCP."
21-167034,False,False,False,False,False,True,False,,False,False,,,,False,Marché négocié sans publicité ni mise en concurrence préalable pour protection dun droit dexclusivité confié par léditeur (CYBERLOCK) à la société KEYTRONICS pour la France
21-167043,False,False,False,False,False,False,False,,False,False,,,,True,Le marché ne relève pas du champ d'application de la directive
21-167245,False,False,False,False,False,True,False,,False,False,,,,False,Le prestataire détient l'exclusivité sur le logiciel à maintenir.La maintenance ne peut être assurée que par celui ci.
21-167803,False,False,False,False,False,False,False,,True,False,,,,False,"Le SMED doit satisfaire ses besoins de traitement de déchets issus des refus du CVO du Broc entre le 1er janvier 2022 et l'ouverture de la future ISDND sise à Bagnols en Forêt (83) prévue au 2e trimestre 2022. Cette installation sera désignée comme site prioritaire pour le traitement des refus de process du CVO dans la limite de 30 000 t/an. Il est nécessaire pour le SMED, durant la période précitée, d'avoir recours à un marché de prestations similaires lancé en application de l'article R. 2122-7 du Code de la commande publique, s'agissant de prestations entendues comme réalisables à l'identique selon les seules spécifications techniques du marché initial référencé SMED 06_2020_09 qui prend fin le 31 décembre 2021."
21-167845,False,False,False,False,False,True,False,,False,False,,,,False,Le prestataire détient l'exclusivité des pièces détachées et des logiciels. Les vérifications sont confiées au constructeur.
21-167900,False,False,False,False,False,False,False,,True,False,,,,False,"L'animation du Pig a été confiée à Soliha Vendée par un contrat notifié le 10 octobre 2018, suite à appel d'offres ouvert, pour une durée de 3 ans. Ce contrat prévoyait la possibilité, à l'issue de ces 3 ans, de réaliser des prestations similaires par la conclusion d'un contrat d'une durée de 2 ans, sans mise en concurrence, sur le fondement de l'article 30 I 7 du décret relatif aux marchés publics, codifié depuis sous l'article R2122-7 du code de la commande publique"
21-167970,False,False,False,False,False,True,False,,False,False,,,,False,Certificat d'exclusivité détenu par le titulaire
21-168114,False,False,False,False,False,False,False,,False,False,,,,True,"Le prestataire retenu est le seul à pouvoir répondre aux besoins de la Région Ile-de-France, car seule la société EURO DISNEY ASSOCIES SAS peut privatiser le parc Disneyland Paris, seul parc ouvert à cette période de Noël sur la région Ile-de-France ayant la capacité de recevoir 15 000 personnes, soit le nombre d'invitations délivrées par la Région Ile-de-France pour accueillir les enfants du personnel et leurs parents."
21-168247,False,False,False,False,False,True,False,,False,False,,,,False,"Le prestataire détient l'exclusivité de la commercialisation , des mises à jour et de la maintenance des applicatifs de traitement et de gestion de l'alerte. "
21-168366,True,False,False,False,False,False,False,,False,False,,,,False,"Il s'agit de la relance du lot 2 "" Marché à bons de commande de radiographies pulmonaires de proximité pour le centre médico-social de Belleville (20ème) "" de la consultation no 2100310 relative à "" la réalisation de radiographies pulmonaires à proximité des centres médico-sociaux Boursault (17ème arrondissement) et Belleville (20ème arrondissement) "", déclaré infructueux le 3 mai 2021."
21-168654,False,False,False,True,False,False,False,,False,False,,,,False,Raisons techniques liées à l'activité sportive de la SASP Oyonnax Rugby
21-168817,False,False,False,False,False,True,False,,False,False,,,,False,La société Inetum Software France détient l'exclusivité des droits sur l'outil Pégase et les prestations de maintenance et d'assistance associées.
21-169023,False,False,False,True,False,False,False,,False,False,,,,False,"Le matériel objet du marché est le seul breveté et existant sur le marché permettant de recréer une vascularisation et une respiration sur un corps embaumé, recréant ainsi la réalité pour l'opérateur (dans un but d'amélioration des techniques opératoires dans le cadre de la formation continue des chirurgiens et radiologues interventionnels). Le dispositif objet du marché permet la confrontation avec des procédures complexes via des interventions sur des modèles anatomiques à très haut degré de réalisme."
21-169085,False,False,False,False,False,True,False,,False,False,,,,False,La consultation a été lancée sous la forme d'un marché sans publicité ni mise en concurrence en application de l'article R.2122-3 du code précité du fait de son exclusivité.
21-169322,False,False,False,False,False,True,False,,False,False,,,,False,Certificat d'exclusivité - la société KLS est la seule à proposer un accompagnement projet et une maintenance sur le logiciel HOSPILOG dont elle est éditrice
21-49727,False,False,False,False,False,True,False,,False,False,,,,False,"La présente consultation est passée selon la procédure de marché sans publicité ni mise en concurrence préalables, en application des dispositions des articles R2122-3, R2162-2 à R2162-6, R2162-13 et suivant du code de la commande publique. En lespèce, une demande de brevet portant le no 2003285 a été déposée auprès de lINPI le 02 avril 2020 au nom de la holding ELWEDYS dont SHARK Energy fait partie. Le brevet atteste que lassemblage des cellules électrochimiques&amp;#8201;des batteries est la propriété exclusive dELWEDYS et, à ce titre, la société est seule habilitée à commercialiser et à distribuer les fournitures objet de la consultation"
